index,raw_X,local_X,Z,C_unwrapped,pass_id
2,49.9393,49.9393,0.0422,-90.0,1
82,46.1309,46.1309,4.0398,-381.4517,1
162,45.2976,45.2976,3.6943,-681.832,1
242,44.4486,44.4486,3.2746,-987.8415,1
322,43.5832,43.5832,2.8322,-1299.8089,1
402,42.7002,42.7002,2.4063,-1618.0964,1
482,41.7985,41.7985,2.02,-1943.1043,1
562,40.877,40.877,1.683,-2275.2774,1
642,39.9343,39.9343,1.3964,-2615.1112,1
722,38.9687,38.9687,1.1562,-2963.1617,1
802,37.9786,37.9786,0.9564,-3320.0552,1
882,36.962,36.962,0.791,-3686.502,1
962,35.9167,35.9167,0.6541,-4063.3129,1
1042,34.84,34.84,0.5408,-4451.4203,1
1122,33.729,33.729,0.4467,-4851.9054,1
1202,32.5801,32.5801,0.3684,-5266.0337,1
1282,31.3892,31.3892,0.303,-5695.3022,1
1362,30.1514,30.1514,0.2483,-6141.5035,1
1442,28.8605,28.8605,0.2024,-6606.8146,1
1522,27.5092,27.5092,0.1638,-7093.9233,1
1602,26.088,26.088,0.1313,-7606.2132,1
1682,24.5849,24.5849,0.1039,-8148.046,1
1762,22.9837,22.9837,0.0809,-8725.2097,1
1842,21.2624,21.2624,0.0614,-9345.6719,1
1922,19.3891,19.3891,0.0452,-10020.9375,1
2002,17.3146,17.3146,0.0316,-10768.7367,1
2082,14.9555,14.9555,0.0205,-11619.0994,1
2162,12.1478,12.1478,0.0115,-12631.18,1
2242,8.4584,8.4584,0.0045,-13961.0899,1
2328,239.9437,42.94370000000001,0.8599,-16652.7222,2
2408,239.9141,42.91409999999999,0.8546,-16865.9902,2
2488,239.8845,42.8845,0.8493,-17079.4053,2
2568,239.8549,42.85489999999999,0.8438,-17292.9678,2
2648,239.8253,42.8253,0.8382,-17506.678,2
2728,239.7956,42.79560000000001,0.8324,-17720.5362,2
2808,239.7659,42.76589999999999,0.8264,-17934.5428,2
2888,239.7362,42.7362,0.8202,-18148.6981,2
2968,239.7065,42.706500000000005,0.8136,-18363.0023,2
3048,239.6767,42.67670000000001,0.8071,-18577.4557,2
3128,239.647,42.64699999999999,0.799,-18792.0588,2
3208,239.6172,42.6172,0.7919,-19006.8117,2
3288,239.5874,42.5874,0.7851,-19221.7149,2
3368,239.5576,42.55760000000001,0.778,-19436.7685,2
3448,239.5277,42.52770000000001,0.7705,-19651.9731,2
3528,239.4978,42.49780000000001,0.7606,-19867.3287,2
3608,239.4679,42.467899999999986,0.7526,-20082.8359,2
3688,239.438,42.43799999999999,0.7448,-20298.4948,2
3768,239.4081,42.40809999999999,0.7365,-20514.3059,2
3848,239.3781,42.37809999999999,0.7294,-20730.2694,2
3928,239.3482,42.34819999999999,0.7215,-20946.3857,2
4008,239.3182,42.31819999999999,0.7126,-21162.6551,2
4088,239.2881,42.288099999999986,0.7035,-21379.0778,2
4168,239.2581,42.25810000000001,0.6942,-21595.6544,2
4248,239.228,42.22800000000001,0.6847,-21812.385,2
4328,239.1979,42.197900000000004,0.6751,-22029.27,2
4408,239.1678,42.1678,0.6653,-22246.3097,2
4488,239.1377,42.137699999999995,0.6553,-22463.5045,2
4568,239.1076,42.10759999999999,0.6452,-22680.8547,2
4648,239.0774,42.07740000000001,0.6349,-22898.3606,2
4728,239.0472,42.047200000000004,0.6168,-23116.0226,2
4808,239.017,42.016999999999996,0.6063,-23333.8409,2
4888,238.9868,41.98679999999999,0.5955,-23551.8161,2
4968,238.9565,41.956500000000005,0.5847,-23769.9482,2
5048,238.9262,41.926199999999994,0.5736,-23988.2379,2
5128,238.8959,41.89590000000001,0.5625,-24206.6852,2
5208,238.8656,41.8656,0.5512,-24425.2907,2
5288,238.8353,41.83529999999999,0.5398,-24644.0546,2
5368,238.8049,41.8049,0.5282,-24862.9773,2
5448,238.7745,41.77449999999999,0.5165,-25082.0592,2
5528,238.7441,41.7441,0.5046,-25301.3005,2
5608,238.7137,41.71369999999999,0.4927,-25520.7016,2
5688,238.6832,41.6832,0.4806,-25740.263,2
5768,238.6527,41.65270000000001,0.4684,-25959.9849,2
5848,238.6222,41.62219999999999,0.456,-26179.8676,2
5928,238.5917,41.5917,0.4436,-26399.9116,2
6008,238.5612,41.561200000000014,0.431,-26620.1172,2
6088,238.5306,41.53059999999999,0.4184,-26840.4848,2
6168,238.5,41.5,0.4056,-27061.0146,2
6248,238.4694,41.46940000000001,0.3927,-27281.7072,2
6328,238.4388,41.438799999999986,0.3798,-27502.5627,2
6408,238.4081,41.40809999999999,0.3667,-27723.5817,2
6488,238.3774,41.377399999999994,0.3535,-27944.7644,2
6568,238.3467,41.3467,0.3403,-28166.1112,2
6648,238.316,41.316,0.3269,-28387.6225,2
6728,238.2852,41.2852,0.3135,-28609.2987,2
6808,238.2545,41.25450000000001,0.3,-28831.14,2
6888,238.2237,41.22370000000001,0.2863,-29053.147,2
6968,238.1929,41.19290000000001,0.2727,-29275.3199,2
7048,238.162,41.162000000000006,0.2589,-29497.6592,2
7128,238.1312,41.13120000000001,0.2451,-29720.1652,2
7208,238.1003,41.100300000000004,0.2312,-29942.8383,2
7288,238.0694,41.0694,0.2173,-30165.6788,2
7368,238.0384,41.038399999999996,0.2032,-30388.6872,2
7448,238.0075,41.00749999999999,0.1892,-30611.8637,2
7528,237.9765,40.97649999999999,0.175,-30835.2089,2
7608,237.9455,40.94550000000001,0.1608,-31058.7231,2
7688,237.9145,40.914500000000004,0.1466,-31282.4066,2
7768,237.8834,40.883399999999995,0.1323,-31506.2599,2
7848,237.8523,40.852300000000014,0.118,-31730.2834,2
7928,237.8212,40.821200000000005,0.1036,-31954.4773,2
8008,237.7901,40.790099999999995,0.0891,-32178.8422,2
8088,237.759,40.758999999999986,0.0747,-32403.3784,2
8168,237.7278,40.7278,0.0601,-32628.0863,2
8248,237.6966,40.69659999999999,0.0456,-32852.9663,2
8328,237.6654,40.665400000000005,0.031,-33078.0188,2
8408,237.6342,40.63419999999999,0.0164,-33303.2442,2
8488,237.6029,40.602900000000005,0.0018,-33528.6428,2
8568,237.5716,40.57159999999999,-0.0128,-33754.2152,2
8648,237.5403,40.5403,-0.0275,-33979.9617,2
8728,237.509,40.508999999999986,-0.0422,-34205.8826,2
8808,237.4776,40.477599999999995,-0.0569,-34431.9785,2
8888,237.4462,40.446200000000005,-0.0716,-34658.2496,2
8968,237.4148,40.414800000000014,-0.0863,-34884.6965,2
9048,237.3834,40.383399999999995,-0.1011,-35111.3195,2
9128,237.3519,40.3519,-0.1158,-35338.1191,2
9208,237.3204,40.32040000000001,-0.1306,-35565.0956,2
9288,237.2889,40.28890000000001,-0.1453,-35792.2495,2
9368,237.2574,40.25739999999999,-0.1601,-36019.5811,2
9448,237.2258,40.22579999999999,-0.1749,-36247.091,2
9528,237.1942,40.194199999999995,-0.1896,-36474.7795,2
9608,237.1626,40.1626,-0.2044,-36702.647,2
9688,237.131,40.131,-0.2191,-36930.694,2
9768,237.0993,40.0993,-0.2338,-37158.9209,2
9848,237.0677,40.0677,-0.2485,-37387.3281,2
9928,237.036,40.036,-0.2633,-37615.916,2
10008,237.0042,40.0042,-0.2779,-37844.6851,2
10088,236.9725,39.9725,-0.2926,-38073.6359,2
10168,236.9407,39.94069999999999,-0.3073,-38302.7686,2
10248,236.9089,39.90889999999999,-0.3219,-38532.0839,2
10328,236.877,39.87700000000001,-0.3366,-38761.582,2
10408,236.8452,39.845200000000006,-0.3511,-38991.2635,2
10488,236.8133,39.8133,-0.3657,-39221.1288,2
10568,236.7814,39.78139999999999,-0.3803,-39451.1783,2
10648,236.7495,39.74950000000001,-0.3948,-39681.4125,2
10728,236.7175,39.7175,-0.4092,-39911.8319,2
10808,236.6855,39.68549999999999,-0.4237,-40142.4368,2
10888,236.6535,39.65350000000001,-0.4381,-40373.2277,2
10968,236.6215,39.6215,-0.4525,-40604.205,2
11048,236.5894,39.58940000000001,-0.4669,-40835.3693,2
11128,236.5573,39.5573,-0.4812,-41066.721,2
11208,236.5252,39.52520000000001,-0.4954,-41298.2605,2
11288,236.493,39.492999999999995,-0.5097,-41529.9883,2
11368,236.4609,39.46090000000001,-0.5239,-41761.9048,2
11448,236.4287,39.42869999999999,-0.538,-41994.0106,2
11528,236.3965,39.3965,-0.5521,-42226.306,2
11608,236.3642,39.36420000000001,-0.5662,-42458.7916,2
11688,236.3319,39.33189999999999,-0.5802,-42691.4678,2
11768,236.2996,39.2996,-0.5942,-42924.3351,2
11848,236.2673,39.267300000000006,-0.6081,-43157.3939,2
11928,236.2349,39.23490000000001,-0.622,-43390.6447,2
12008,236.2026,39.20259999999999,-0.6358,-43624.088,2
12088,236.1702,39.170199999999994,-0.6496,-43857.7244,2
12168,236.1377,39.137699999999995,-0.6634,-44091.5541,2
12248,236.1053,39.1053,-0.677,-44325.5778,2
12328,236.0724,39.07239999999999,-0.6908,-44562.7249,2
12408,236.0399,39.03989999999999,-0.7044,-44797.1404,2
12488,236.0073,39.00729999999999,-0.7179,-45031.7513,2
12568,235.9747,38.97470000000001,-0.7314,-45266.558,2
12648,235.9421,38.94210000000001,-0.7448,-45501.5612,2
12728,235.9095,38.90950000000001,-0.7581,-45736.7612,2
12808,235.8769,38.876900000000006,-0.7714,-45972.1586,2
12888,235.8442,38.8442,-0.7846,-46207.7539,2
12968,235.8115,38.811499999999995,-0.7978,-46443.5475,2
13048,235.7788,38.77879999999999,-0.8109,-46679.54,2
13128,235.746,38.74600000000001,-0.824,-46915.7318,2
13208,235.7132,38.7132,-0.837,-47152.1236,2
13288,235.6804,38.68039999999999,-0.8499,-47388.7157,2
13368,235.6475,38.64750000000001,-0.8628,-47625.5088,2
13448,235.6147,38.6147,-0.8756,-47862.5032,2
13528,235.5818,38.58179999999999,-0.8883,-48099.6996,2
13608,235.5488,38.5488,-0.901,-48337.0984,2
13688,235.5159,38.51589999999999,-0.9136,-48574.7002,2
13768,235.4829,38.4829,-0.9262,-48812.5054,2
13848,235.4499,38.449900000000014,-0.9387,-49050.5147,2
13928,235.4168,38.416799999999995,-0.9511,-49288.7285,2
14008,235.3838,38.38380000000001,-0.9634,-49527.1473,2
14088,235.3507,38.35069999999999,-0.9757,-49765.7718,2
14168,235.3175,38.317499999999995,-0.988,-50004.6024,2
14248,235.2844,38.284400000000005,-1.0001,-50243.6396,2
14328,235.2512,38.25120000000001,-1.0122,-50482.884,2
14408,235.218,38.21799999999999,-1.0243,-50722.3362,2
14488,235.1847,38.18469999999999,-1.0362,-50961.9967,2
14568,235.1515,38.1515,-1.0481,-51201.8659,2
14648,235.1182,38.1182,-1.0599,-51441.9446,2
14728,235.0848,38.0848,-1.0717,-51682.2331,2
14808,235.0515,38.051500000000004,-1.0834,-51922.7322,2
14888,235.0181,38.018100000000004,-1.095,-52163.4422,2
14968,234.9847,37.984700000000004,-1.1066,-52404.3639,2
15048,234.9512,37.9512,-1.1181,-52645.4977,2
15128,234.9177,37.917699999999996,-1.1295,-52886.8441,2
15208,234.8842,37.88419999999999,-1.1409,-53128.4039,2
15288,234.8507,37.85069999999999,-1.1522,-53370.1775,2
15368,234.8171,37.81710000000001,-1.1634,-53612.1654,2
15448,234.7835,37.783500000000004,-1.1745,-53854.3684,2
15528,234.7499,37.7499,-1.1856,-54096.7869,2
15608,234.7163,37.71629999999999,-1.1966,-54339.4215,2
15688,234.6826,37.68260000000001,-1.2076,-54582.2728,2
15768,234.6489,37.6489,-1.2185,-54825.3415,2
15848,234.6151,37.61510000000001,-1.2293,-55068.6279,2
15928,234.5813,37.5813,-1.2401,-55312.1329,2
16008,234.5475,37.547500000000014,-1.2507,-55555.8568,2
16088,234.5137,37.5137,-1.2613,-55799.8004,2
16168,234.4798,37.47980000000001,-1.2719,-56043.9643,2
16248,234.4459,37.445899999999995,-1.2824,-56288.349,2
16328,234.412,37.412000000000006,-1.2928,-56532.955,2
16408,234.378,37.377999999999986,-1.3031,-56777.7832,2
16488,234.3441,37.3441,-1.3134,-57022.8339,2
16568,234.31,37.31,-1.3236,-57268.108,2
16648,234.276,37.27600000000001,-1.3337,-57513.6058,2
16728,234.2419,37.24189999999999,-1.3438,-57759.3282,2
16808,234.2078,37.20779999999999,-1.3538,-58005.2756,2
16888,234.1736,37.17359999999999,-1.3638,-58251.4487,2
16968,234.1395,37.1395,-1.3737,-58497.8482,2
17048,234.1052,37.105199999999996,-1.3835,-58744.4746,2
17128,234.071,37.071,-1.3932,-58991.3286,2
17208,234.0367,37.036699999999996,-1.4029,-59238.4109,2
17288,234.0024,37.002399999999994,-1.4125,-59485.7219,2
17368,233.9681,36.96809999999999,-1.4221,-59733.2625,2
17448,233.9337,36.93369999999999,-1.4316,-59981.0332,2
17528,233.8993,36.89930000000001,-1.441,-60229.0347,2
17608,233.8649,36.864900000000006,-1.4503,-60477.2675,2
17688,233.8304,36.8304,-1.4596,-60725.7325,2
17768,233.7959,36.79589999999999,-1.4688,-60974.4301,2
17848,233.7614,36.76140000000001,-1.478,-61223.3611,2
17928,233.7268,36.7268,-1.4871,-61472.5262,2
18008,233.6922,36.692200000000014,-1.4962,-61721.9259,2
18088,233.6576,36.6576,-1.5051,-61971.561,2
18168,233.623,36.62299999999999,-1.514,-62221.4322,2
18248,233.5883,36.588300000000004,-1.5229,-62471.54,2
18328,233.5535,36.553500000000014,-1.5317,-62721.8852,2
18408,233.5188,36.5188,-1.5404,-62972.4684,2
18488,233.484,36.48400000000001,-1.5491,-63223.2904,2
18568,233.4492,36.44919999999999,-1.5577,-63474.3517,2
18648,233.4143,36.4143,-1.5662,-63725.6532,2
18728,233.3794,36.379400000000004,-1.5747,-63977.1955,2
18808,233.3445,36.34450000000001,-1.5831,-64228.9792,2
18888,233.3095,36.309500000000014,-1.5915,-64481.0051,2
18968,233.2745,36.27449999999999,-1.5998,-64733.2739,2
19048,233.2395,36.23949999999999,-1.608,-64985.7862,2
19128,233.2045,36.204499999999996,-1.6162,-65238.5429,2
19208,233.1694,36.169399999999996,-1.6243,-65491.5445,2
19288,233.1342,36.13419999999999,-1.6324,-65744.7919,2
19368,233.0991,36.09909999999999,-1.6404,-65998.2857,2
19448,233.0639,36.06389999999999,-1.6484,-66252.0266,2
19528,233.0287,36.028699999999986,-1.6563,-66506.0154,2
19608,232.9934,35.99340000000001,-1.6641,-66760.2528,2
19688,232.9581,35.9581,-1.6719,-67014.7396,2
19768,232.9228,35.922799999999995,-1.6796,-67269.4764,2
19848,232.8874,35.887400000000014,-1.6873,-67524.464,2
19928,232.852,35.852000000000004,-1.6949,-67779.7032,2
20008,232.8165,35.81649999999999,-1.7024,-68035.1946,2
20088,232.7811,35.78110000000001,-1.7099,-68290.9391,2
20168,232.7456,35.745599999999996,-1.7174,-68546.9374,2
20248,232.71,35.71000000000001,-1.7248,-68803.1903,2
20328,232.6744,35.67439999999999,-1.7321,-69059.6985,2
20408,232.6388,35.6388,-1.7394,-69316.4627,2
20488,232.6032,35.60319999999999,-1.7466,-69573.4838,2
20568,232.5675,35.567499999999995,-1.7538,-69830.7625,2
20648,232.5318,35.531800000000004,-1.7609,-70088.2996,2
20728,232.496,35.49600000000001,-1.768,-70346.0959,2
20808,232.4602,35.460199999999986,-1.775,-70604.1522,2
20888,232.4244,35.42439999999999,-1.782,-70862.4692,2
20968,232.3885,35.38849999999999,-1.7889,-71121.0477,2
21048,232.3526,35.352599999999995,-1.7957,-71379.8886,2
21128,232.3167,35.3167,-1.8026,-71638.9927,2
21208,232.2807,35.280699999999996,-1.8093,-71898.3606,2
21288,232.2447,35.244699999999995,-1.816,-72157.9933,2
21368,232.2086,35.20859999999999,-1.8227,-72417.8916,2
21448,232.1725,35.172500000000014,-1.8293,-72678.0563,2
21528,232.1364,35.13640000000001,-1.8359,-72938.4881,2
21608,232.1003,35.100300000000004,-1.8424,-73199.188,2
21688,232.0641,35.064099999999996,-1.8488,-73460.1567,2
21768,232.0278,35.02780000000001,-1.8553,-73721.3951,2
21848,231.9915,34.9915,-1.8616,-73982.9041,2
21928,231.9552,34.95519999999999,-1.8679,-74244.6844,2
22008,231.9189,34.91890000000001,-1.8742,-74506.7369,2
22088,231.8825,34.88249999999999,-1.8804,-74769.0625,2
22168,231.8461,34.84610000000001,-1.8866,-75031.662,2
22248,231.8096,34.80959999999999,-1.8928,-75294.5363,2
22328,231.7727,34.772699999999986,-1.8989,-75560.9774,2
22408,231.7361,34.73609999999999,-1.905,-75824.4073,2
22488,231.6995,34.6995,-1.911,-76088.1146,2
22568,231.6629,34.66290000000001,-1.9169,-76352.1002,2
22648,231.6263,34.626299999999986,-1.9228,-76616.3649,2
22728,231.5896,34.58959999999999,-1.9287,-76880.9097,2
22808,231.5528,34.55279999999999,-1.9345,-77145.7354,2
22888,231.5161,34.516099999999994,-1.9403,-77410.843,2
22968,231.4793,34.479299999999995,-1.946,-77676.2333,2
23048,231.4424,34.44239999999999,-1.9517,-77941.9073,2
23128,231.4055,34.40549999999999,-1.9573,-78207.8658,2
23208,231.3686,34.36859999999999,-1.9629,-78474.1097,2
23288,231.3316,34.33160000000001,-1.9685,-78740.6401,2
23368,231.2946,34.2946,-1.974,-79007.4578,2
23448,231.2576,34.2576,-1.9795,-79274.5637,2
23528,231.2205,34.22049999999999,-1.9849,-79541.9588,2
23608,231.1833,34.1833,-1.9903,-79809.6441,2
23688,231.1462,34.14619999999999,-1.9957,-80077.6204,2
23768,231.1089,34.108900000000006,-2.001,-80345.8887,2
23848,231.0717,34.07169999999999,-2.0063,-80614.4501,2
23928,231.0344,34.034400000000005,-2.0115,-80883.3053,2
24008,230.9971,33.99709999999999,-2.0167,-81152.4555,2
24088,230.9597,33.9597,-2.0219,-81421.9016,2
24168,230.9223,33.92230000000001,-2.027,-81691.6445,2
24248,230.8848,33.88480000000001,-2.0321,-81961.6853,2
24328,230.8473,33.84729999999999,-2.0371,-82232.0249,2
24408,230.8098,33.809799999999996,-2.0421,-82502.6643,2
24488,230.7722,33.7722,-2.0471,-82773.6046,2
24568,230.7346,33.7346,-2.052,-83044.8467,2
24648,230.6969,33.6969,-2.0569,-83316.3916,2
24728,230.6592,33.6592,-2.0617,-83588.2404,2
24808,230.6215,33.6215,-2.0666,-83860.3941,2
24888,230.5837,33.58369999999999,-2.0713,-84132.8537,2
24968,230.5458,33.545800000000014,-2.0761,-84405.6203,2
25048,230.508,33.50800000000001,-2.0808,-84678.6948,2
25128,230.47,33.47,-2.0855,-84952.0784,2
25208,230.4321,33.43209999999999,-2.0901,-85225.772,2
25288,230.3941,33.39410000000001,-2.0947,-85499.7768,2
25368,230.356,33.355999999999995,-2.0993,-85774.0938,2
25448,230.3179,33.31790000000001,-2.1038,-86048.7241,2
25528,230.2798,33.279799999999994,-2.1083,-86323.6687,2
25608,230.2416,33.241600000000005,-2.1128,-86598.9287,2
25688,230.2034,33.20339999999999,-2.1172,-86874.5053,2
25768,230.1651,33.165099999999995,-2.1216,-87150.3995,2
25848,230.1268,33.1268,-2.126,-87426.6124,2
25928,230.0884,33.08840000000001,-2.1303,-87703.1451,2
26008,230.05,33.05000000000001,-2.1346,-87979.9987,2
26088,230.0116,33.01159999999999,-2.1389,-88257.1744,2
26168,229.9731,32.97309999999999,-2.1431,-88534.6733,2
26248,229.9346,32.93459999999999,-2.1474,-88812.4965,2
26328,229.896,32.89599999999999,-2.1515,-89090.6452,2
26408,229.8574,32.85740000000001,-2.1557,-89369.1204,2
26488,229.8187,32.81870000000001,-2.1598,-89647.9234,2
26568,229.78,32.78,-2.1639,-89927.0553,2
26648,229.7412,32.74119999999999,-2.1679,-90206.5174,2
26728,229.7024,32.70240000000001,-2.1719,-90486.3106,2
26808,229.6635,32.6635,-2.1759,-90766.4363,2
26888,229.6246,32.62459999999999,-2.1799,-91046.8956,2
26968,229.5857,32.5857,-2.1838,-91327.6897,2
27048,229.5467,32.54669999999999,-2.1877,-91608.8199,2
27128,229.5076,32.5076,-2.1916,-91890.2873,2
27208,229.4686,32.46860000000001,-2.1954,-92172.0931,2
27288,229.4294,32.42939999999999,-2.1993,-92454.2386,2
27368,229.3902,32.39019999999999,-2.203,-92736.725,2
27448,229.351,32.351,-2.2068,-93019.5535,2
27528,229.3117,32.3117,-2.2105,-93302.7255,2
27608,229.2724,32.272400000000005,-2.2142,-93586.242,2
27688,229.233,32.233000000000004,-2.2179,-93870.1045,2
27768,229.1936,32.1936,-2.2216,-94154.3141,2
27848,229.1541,32.1541,-2.2252,-94438.8722,2
27928,229.1146,32.114599999999996,-2.2288,-94723.78,2
28008,229.075,32.07499999999999,-2.2323,-95009.0388,2
28088,229.0354,32.03540000000001,-2.2359,-95294.65,2
28168,228.9958,31.995800000000003,-2.2394,-95580.6148,2
28248,228.9561,31.956099999999992,-2.2429,-95866.9345,2
28328,228.9163,31.916300000000007,-2.2463,-96153.6105,2
28408,228.8765,31.876499999999993,-2.2498,-96440.6442,2
28488,228.8366,31.836600000000004,-2.2532,-96728.0367,2
28568,228.7967,31.796699999999987,-2.2566,-97015.7896,2
28648,228.7567,31.756699999999995,-2.2599,-97303.9042,2
28728,228.7167,31.716700000000003,-2.2633,-97592.3817,2
28808,228.6767,31.67670000000001,-2.2666,-97881.2237,2
28888,228.6365,31.636500000000012,-2.2699,-98170.4314,2
28968,228.5964,31.59639999999999,-2.2731,-98460.0063,2
29048,228.5562,31.55619999999999,-2.2764,-98749.9499,2
29128,228.5159,31.515899999999988,-2.2796,-99040.2634,2
29208,228.4756,31.475599999999986,-2.2828,-99330.9483,2
29288,228.4352,31.43520000000001,-2.286,-99622.006,2
29368,228.3948,31.394800000000004,-2.2891,-99913.438,2
29448,228.3543,31.354299999999995,-2.2922,-100205.2458,2
29528,228.3138,31.313799999999986,-2.2953,-100497.4308,2
29608,228.2732,31.273200000000003,-2.2984,-100789.9943,2
29688,228.2325,31.232499999999987,-2.3015,-101082.9381,2
29768,228.1919,31.191900000000004,-2.3045,-101376.2634,2
29848,228.1511,31.151100000000014,-2.3075,-101669.9718,2
29928,228.1103,31.110299999999995,-2.3105,-101964.0649,2
30008,228.0695,31.069500000000005,-2.3134,-102258.5441,2
30088,228.0286,31.02860000000001,-2.3164,-102553.4109,2
30168,227.9876,30.987599999999986,-2.3193,-102848.6669,2
30248,227.9466,30.94659999999999,-2.3222,-103144.3137,2
30328,227.9056,30.905599999999993,-2.3251,-103440.3527,2
30408,227.8644,30.86439999999999,-2.328,-103736.7856,2
30488,227.8233,30.82329999999999,-2.3308,-104033.6139,2
30568,227.782,30.78200000000001,-2.3336,-104330.8393,2
30648,227.7408,30.740800000000007,-2.3364,-104628.4632,2
30728,227.6994,30.699399999999997,-2.3392,-104926.4874,2
30808,227.658,30.657999999999987,-2.3419,-105224.9134,2
30888,227.6166,30.616600000000005,-2.3447,-105523.7429,2
30968,227.5751,30.575099999999992,-2.3474,-105822.9775,2
31048,227.5335,30.533500000000004,-2.3501,-106122.6188,2
31128,227.4919,30.491899999999987,-2.3528,-106422.6686,2
